artist,song,mix_i_original_name,mix_j_original_name,mix_i_id,mix_j_id,combined_euclidean_distance,scalar_only_distance,bark_only_distance,rms_excluded_distance,combined_manhattan_distance,near_duplicate_flag
Fredy V,In The Meantime,McG-C,McG-pro2,mix_145577f61939,mix_690c5c454a9f,1.63662579686,1.21201514765,1.09980147335,1.14255102823,3.77065018639,0
Fredy V,In The Meantime,McG-C,DU-M,mix_145577f61939,mix_6cfa655049d5,1.05321546438,0.546048677308,0.900607381953,1.0247593465,2.95823728432,0
Fredy V,In The Meantime,McG-C,McG-E,mix_145577f61939,mix_7a5719f17171,0.994747868729,0.500621448144,0.859593792439,1.01753722415,2.86064672473,0
Fredy V,In The Meantime,McG-C,PXL-S3,mix_145577f61939,mix_8137541fd01f,1.15155412683,0.981948459703,0.601543123563,1.10646221398,2.90770872459,0
Fredy V,In The Meantime,McG-C,QUT-J,mix_145577f61939,mix_8187ac605f62,1.85479575937,1.62324678203,0.897405813221,0.996141961883,3.95243006822,0
Fredy V,In The Meantime,McG-C,QUT-C,mix_145577f61939,mix_82d5489162f9,1.3370655302,0.919813337847,0.97040592309,1.40412904305,3.87869626808,0
Fredy V,In The Meantime,McG-C,McG-A,mix_145577f61939,mix_8ffed8205048,0.631230734631,0.213291438691,0.594103528456,0.623487814016,1.60040920172,1
Fredy V,In The Meantime,McG-C,McG-H,mix_145577f61939,mix_96c30e75e4a7,1.51165527328,1.23108560116,0.877228537973,1.21811542034,3.55600606824,0
Fredy V,In The Meantime,McG-C,DU-I,mix_145577f61939,mix_9baa86357fd4,2.77280549239,2.45654778835,1.28601059957,2.3313861971,7.05092353842,0
Fredy V,In The Meantime,McG-C,QUT-G,mix_145577f61939,mix_a31f439e1e87,1.52307975503,1.20612318864,0.930074617448,1.60086734548,4.05087785534,0
Fredy V,In The Meantime,McG-C,McG-G,mix_145577f61939,mix_c45aea9558f2,0.991437987798,0.56289056074,0.816151640493,1.05690674467,2.65007013723,0
Fredy V,In The Meantime,McG-C,QUT-B,mix_145577f61939,mix_c7bdcba64775,3.98886904259,1.0340811941,3.85249949032,3.9658771196,7.0109651373,0
Fredy V,In The Meantime,McG-C,QUT-pro,mix_145577f61939,mix_cdaef40f2b94,2.43470038767,2.02765088626,1.34773805361,2.65283720571,6.1283489052,0
Fredy V,In The Meantime,McG-C,McG-F,mix_145577f61939,mix_ce153583405d,1.73136166,1.38000132156,1.04556661682,1.77414612807,4.41279535495,0
Fredy V,In The Meantime,McG-C,UCP-A3,mix_145577f61939,mix_d58db5dccea3,1.3546633937,1.02612335016,0.884411544743,1.07625475778,3.5864267355,0
Fredy V,In The Meantime,McG-C,McG-D,mix_145577f61939,mix_da9f94cae537,1.47503130539,1.00700456893,1.07780292726,1.60952577355,3.94641353644,0
Fredy V,In The Meantime,McG-C,UCP-A5,mix_145577f61939,mix_e858d5cf22ea,1.22103056016,0.850374745066,0.876229662706,0.906684150958,3.0597895691,0
Fredy V,In The Meantime,McG-C,UCP-A4,mix_145577f61939,mix_efdedc0a36e7,1.16672342269,0.907085994004,0.733783717817,0.837068237939,3.23018684647,0
Fredy V,In The Meantime,McG-C,PXL-S6,mix_145577f61939,mix_f44b598b8cf8,1.16857960025,0.956994141752,0.670626941572,1.15855809061,3.21652537822,0
Fredy V,In The Meantime,UCP-A2,DU-J,mix_20a1372ac49d,mix_22efc79c8253,2.41939735001,2.11219692475,1.17987613261,2.69020341593,5.58606223415,0
Fredy V,In The Meantime,UCP-A2,DU-N,mix_20a1372ac49d,mix_29131e66c9d7,1.4196242249,0.698525873124,1.23587804597,1.48877316947,3.91392170667,0
Fredy V,In The Meantime,UCP-A2,PXL-S2,mix_20a1372ac49d,mix_2d589c003982,1.2933831686,1.01093447487,0.806753685053,1.01801690956,3.43650852522,0
Fredy V,In The Meantime,UCP-A2,PXL-S1,mix_20a1372ac49d,mix_2eae3034bad8,1.13658977364,0.881426354065,0.717581978529,1.09254737015,3.23746348157,0
Fredy V,In The Meantime,UCP-A2,QUT-I,mix_20a1372ac49d,mix_2f518e7b8633,1.27693310511,0.96082065422,0.841059941598,1.42338522626,3.37541077935,0
Fredy V,In The Meantime,UCP-A2,DU-H,mix_20a1372ac49d,mix_302f0efe8a80,2.17964174813,1.41767438158,1.65560789381,1.66143545106,4.7857340616,0
Fredy V,In The Meantime,UCP-A2,UCP-A1,mix_20a1372ac49d,mix_3042da8a2eb5,0.440116769097,0.208658963766,0.387510267322,0.397660530454,1.2188164454,1
Fredy V,In The Meantime,UCP-A2,PXL-S7,mix_20a1372ac49d,mix_526612c31256,1.26264023662,1.06751007336,0.67430157229,1.39366417977,3.39812879234,0
